neck_angle,spine_angle,forward_head_offset,shoulder_tilt
95.3929,178.4998,-0.0316,0.0216
94.8278,178.6586,-0.0315,0.0207
94.5411,178.7644,-0.0313,0.0201
93.5417,178.8317,-0.0308,0.0182
92.7864,179.3833,-0.0295,0.016
92.4279,179.3944,-0.0282,0.0143
93.0385,179.4659,-0.0258,0.0135
92.5191,179.5813,-0.026,0.0132
92.4707,179.696,-0.0255,0.013
92.1418,179.6743,-0.0253,0.0124
91.438,179.5479,-0.025,0.0112
91.3887,179.4074,-0.025,0.011
91.2007,179.4427,-0.0249,0.0108
90.9488,179.477,-0.0247,0.0103
91.0953,179.5054,-0.0247,0.0105
91.1157,179.5428,-0.0245,0.0104
90.6391,179.5181,-0.0249,0.0101
90.7769,179.6193,-0.0245,0.0101
90.8315,179.7067,-0.0241,0.0101
90.659,179.6965,-0.024,0.0098
90.653,179.7033,-0.0239,0.0097
90.7196,179.7116,-0.0237,0.0097
90.8016,179.733,-0.0237,0.0098
91.0325,179.7235,-0.0238,0.0102
91.129,179.7223,-0.0241,0.0105
90.7564,179.7124,-0.0249,0.0107
91.1631,179.6844,-0.0247,0.011
91.6541,179.6727,-0.0245,0.0115
92.4324,179.7008,-0.0247,0.0125
92.4595,179.7217,-0.0252,0.0128
92.7762,179.7162,-0.025,0.0129
92.7283,179.6053,-0.026,0.0132
92.9813,179.4297,-0.0266,0.0137
93.114,179.2493,-0.0273,0.0142
92.7711,178.726,-0.0283,0.0142
92.1494,177.9421,-0.03,0.0142
91.2523,177.3967,-0.0317,0.014
90.9986,177.1016,-0.0325,0.0141
91.0228,177.0349,-0.0328,0.0143
90.987,177.1144,-0.033,0.0143
90.7313,177.0766,-0.0326,0.0136
89.9715,177.1876,-0.0327,0.0127
89.5418,177.3918,-0.0331,0.0124
89.5193,177.4297,-0.0331,0.0124
89.3029,177.4581,-0.0336,0.0126
89.032,177.4817,-0.034,0.0126
88.3742,177.5623,-0.0355,0.0129
87.779,177.6083,-0.0368,0.0133
88.5456,177.7378,-0.0368,0.0143
89.0742,177.9141,-0.0371,0.0152
89.5465,177.6821,-0.0368,0.0156
89.3908,177.6836,-0.0372,0.0157
89.4393,177.6432,-0.0366,0.0153
89.2007,177.5807,-0.0364,0.0148
89.05,177.5505,-0.0363,0.0145
88.7264,177.4878,-0.0363,0.014
88.6015,177.4454,-0.0363,0.0138
88.6429,177.3954,-0.036,0.0135
88.5164,177.3273,-0.0357,0.0131
88.5162,177.3228,-0.0356,0.013
88.5101,177.3188,-0.0356,0.013
88.5052,177.2392,-0.0356,0.0131
88.2918,177.2477,-0.036,0.0131
88.4031,177.2452,-0.0357,0.013
88.4884,177.4117,-0.0354,0.013
87.9117,177.1631,-0.0355,0.0121
88.2183,177.1279,-0.0352,0.0122
88.6483,177.0042,-0.0345,0.0122
88.7874,176.8818,-0.0337,0.0117
88.9036,176.7605,-0.033,0.0114
89.0194,176.7007,-0.0321,0.0109
89.0546,176.8279,-0.0318,0.0107
89.0343,176.9107,-0.0318,0.0105
89.0608,176.9271,-0.0318,0.0103
89.5964,176.9361,-0.0312,0.0104
89.7894,177.0261,-0.0309,0.0104
89.9216,177.0112,-0.0307,0.0105
90.1533,176.9595,-0.0303,0.0104
89.7624,176.9569,-0.0302,0.0099
89.4757,176.9484,-0.0302,0.0096
89.0502,176.7181,-0.0301,0.0091
88.8504,176.3795,-0.0302,0.0089
88.6686,176.4366,-0.0301,0.0088
88.4855,176.4612,-0.0299,0.0085
88.3078,176.4798,-0.03,0.0083
88.0958,176.2996,-0.0301,0.0082
87.7591,176.3834,-0.0292,0.0073
87.4618,176.4278,-0.0291,0.007
87.0998,176.4978,-0.0291,0.0066
87.0836,176.5083,-0.0291,0.0066
86.9932,176.5306,-0.0291,0.0065
87.0459,176.6059,-0.0288,0.0063
86.8606,176.6209,-0.0287,0.0061
86.384,176.6121,-0.0287,0.0056
86.3376,176.52,-0.0287,0.0055
86.0291,176.4215,-0.0292,0.0054
85.7346,176.3107,-0.0299,0.0054
