neck_angle,spine_angle,forward_head_offset,shoulder_tilt
113.5508,176.4057,-0.0455,0.0307
114.8111,176.4137,-0.0449,0.0309
115.4752,176.418,-0.0448,0.0311
115.5346,176.4464,-0.0449,0.0312
115.9087,176.4709,-0.0447,0.0312
115.9645,176.6581,-0.0445,0.0315
115.6124,176.8764,-0.0443,0.0316
115.3877,177.0559,-0.0442,0.0317
115.1938,177.1633,-0.0441,0.0317
115.4627,177.227,-0.044,0.0321
114.8148,177.2534,-0.0446,0.0328
114.5361,177.2728,-0.0448,0.0328
114.7163,177.1574,-0.0449,0.0328
115.0181,176.8175,-0.0453,0.0326
114.5494,176.7146,-0.0456,0.0322
113.9933,176.6161,-0.0458,0.0321
113.8257,176.8783,-0.0454,0.0323
113.2275,177.256,-0.045,0.0323
113.4575,177.4456,-0.0444,0.0319
113.3824,177.6055,-0.044,0.0318
112.6845,177.8199,-0.0435,0.0312
114.025,177.9148,-0.0423,0.0307
113.3053,178.3418,-0.0419,0.0306
112.615,178.4403,-0.0418,0.0302
112.5431,178.4084,-0.0419,0.0301
111.6338,178.4952,-0.0418,0.0296
111.18,178.4913,-0.0418,0.0293
111.5335,178.5246,-0.0414,0.0292
111.1784,178.6066,-0.041,0.0285
110.4229,178.6978,-0.0407,0.0278
110.456,178.752,-0.0404,0.0276
110.283,178.8693,-0.0402,0.0274
110.4686,178.8472,-0.0401,0.0272
110.0889,178.8735,-0.04,0.0268
110.4544,178.7799,-0.04,0.0268
110.4309,178.787,-0.04,0.0268
110.3478,178.8263,-0.0399,0.0267
110.5656,178.9036,-0.0396,0.0268
110.6809,178.916,-0.0395,0.0268
111.3048,178.9015,-0.0393,0.0268
111.5176,178.9087,-0.0393,0.0269
111.823,178.8728,-0.0393,0.0272
112.1835,178.8583,-0.0393,0.0274
112.4129,178.8364,-0.0392,0.0274
112.9367,178.8463,-0.0392,0.0278
113.1859,178.9945,-0.0388,0.0281
113.6699,179.0849,-0.0386,0.0285
113.8016,179.108,-0.0385,0.0285
113.9516,179.1109,-0.0386,0.0287
113.9733,179.1169,-0.0385,0.0288
113.999,179.1317,-0.0385,0.0288
114.1395,179.1759,-0.0385,0.029
113.3856,179.1339,-0.0391,0.0292
112.4887,178.9316,-0.0402,0.0294
112.9286,178.5641,-0.041,0.0299
113.3763,178.3404,-0.0414,0.0302
113.7947,177.8825,-0.0422,0.0305
114.3426,177.7477,-0.0424,0.0309
114.4183,177.6863,-0.0425,0.031
114.7028,177.6897,-0.0424,0.0312
115.134,177.6183,-0.0425,0.0315
115.9844,177.6068,-0.0421,0.0314
116.8455,177.7044,-0.0416,0.0316
116.9183,177.795,-0.0411,0.0311
116.2939,178.0385,-0.0408,0.0308
115.2179,178.2041,-0.0411,0.0307
114.6217,178.2587,-0.0413,0.0308
114.2142,178.3067,-0.0414,0.0308
113.803,178.3651,-0.0415,0.0307
113.6219,178.3701,-0.0415,0.0306
113.5867,178.3555,-0.0414,0.0303
112.4847,178.3923,-0.0414,0.0294
111.6696,178.5569,-0.0411,0.0287
111.4285,178.5628,-0.0411,0.0285
111.3011,178.5847,-0.0411,0.0283
111.4019,178.5543,-0.0412,0.0285
111.394,178.6672,-0.041,0.0287
111.4253,178.6158,-0.0412,0.0288
111.6139,178.5893,-0.0411,0.0288
111.7443,178.5349,-0.0411,0.0287
111.6711,178.4103,-0.0415,0.0287
