neck_angle,spine_angle,forward_head_offset,shoulder_tilt
95.4645,179.6578,-0.015,0.0076
95.8193,179.6743,-0.0149,0.0078
95.8222,179.6916,-0.0148,0.0078
95.692,179.6928,-0.0147,0.0077
95.7407,179.6852,-0.0146,0.0077
96.1775,179.5756,-0.0147,0.0079
96.3466,179.4263,-0.0153,0.0083
96.766,179.431,-0.015,0.0085
97.1488,179.3849,-0.0147,0.0085
97.3452,179.4736,-0.0143,0.0085
98.216,179.6312,-0.0135,0.009
98.6858,179.6997,-0.0126,0.0089
99.0129,179.7159,-0.0122,0.009
99.3148,179.7081,-0.0121,0.0091
99.541,179.6922,-0.0121,0.0092
99.7309,179.6858,-0.0121,0.0093
99.9044,179.6758,-0.0121,0.0094
100.48,179.6862,-0.0118,0.0095
101.0277,179.7046,-0.0118,0.0099
101.5727,179.6929,-0.0117,0.0102
102.9361,179.7058,-0.0117,0.0111
103.8954,179.7309,-0.0115,0.0117
104.2311,179.7353,-0.0112,0.0117
104.128,179.7043,-0.0111,0.0117
102.7056,179.3615,-0.0116,0.0118
100.8043,178.9427,-0.0127,0.0118
99.6499,178.6442,-0.0137,0.0122
99.6845,178.3082,-0.0134,0.0126
101.0134,177.6656,-0.0109,0.013
101.4712,177.3679,-0.0099,0.0132
101.7363,177.3151,-0.0092,0.013
102.5105,177.3101,-0.0081,0.0128
103.8605,177.3224,-0.0062,0.0124
104.8082,177.4291,-0.0055,0.0125
105.5466,177.5987,-0.0051,0.0125
106.602,177.6469,-0.0044,0.0126
106.6495,177.6514,-0.0044,0.0126
106.36,177.673,-0.0044,0.0123
106.3718,177.6276,-0.0044,0.0123
105.521,177.6335,-0.0044,0.0117
105.2772,177.6418,-0.0044,0.0115
104.9569,177.6459,-0.0044,0.0113
104.6945,177.6509,-0.0043,0.011
104.34,177.6721,-0.0045,0.0108
104.4609,177.692,-0.0044,0.0108
104.0785,177.7364,-0.0046,0.0106
103.416,177.7518,-0.0054,0.0106
102.993,177.8739,-0.006,0.0106
102.9239,178.0809,-0.0064,0.0105
101.8992,178.2196,-0.0072,0.0101
100.4882,178.308,-0.0079,0.0095
98.3947,178.4984,-0.0091,0.0084
98.2769,178.6564,-0.0095,0.0084
98.0454,178.6556,-0.0099,0.0083
97.6948,178.7201,-0.0105,0.0083
97.884,178.8071,-0.0105,0.0083
98.2559,178.9555,-0.0106,0.0084
97.9404,179.0706,-0.011,0.0083
96.9181,179.1717,-0.0121,0.0081
95.7501,179.3968,-0.014,0.0079
95.1693,179.4674,-0.0147,0.0078
95.1211,179.581,-0.0144,0.0074
95.6644,179.6293,-0.0138,0.0074
96.1343,179.6617,-0.0134,0.0074
96.6384,179.7347,-0.0131,0.0075
