neck_angle,spine_angle,forward_head_offset,shoulder_tilt
59.205,169.7287,-0.0339,0.0091
64.6157,169.4196,-0.0358,0.0066
74.1667,169.41,-0.0355,0.0013
76.0192,169.2511,-0.0356,0.0002
77.3159,169.1444,-0.0357,0.0005
75.4512,168.7213,-0.0354,0.0006
74.8726,168.6051,-0.0348,0.001
74.8656,168.63,-0.0345,0.0011
79.5399,168.3075,-0.0351,0.0018
77.2119,168.7281,-0.035,0.0004
62.5933,168.9454,-0.0387,0.0093
62.122,169.477,-0.0357,0.0091
65.2473,169.4676,-0.0347,0.0067
68.0522,170.1599,-0.0346,0.0052
69.1809,169.9998,-0.0332,0.0044
74.0672,169.9061,-0.0324,0.0017
77.958,170.1268,-0.0324,0.0003
82.3412,169.7209,-0.034,0.0033
49.1897,169.8904,-0.0339,0.0169
51.8521,169.7843,-0.0387,0.018
62.287,169.6045,-0.0391,0.0092
55.8207,170.0325,-0.0387,0.0148
64.5163,170.0107,-0.0367,0.0074
69.3671,170.0976,-0.0356,0.0042
73.274,170.1488,-0.0356,0.0015
75.2312,170.0359,-0.0354,0.0003
74.7589,169.9406,-0.0356,0.0005
77.8679,169.7188,-0.0351,0.0013
40.7766,169.1559,-0.0351,0.0215
51.3312,169.248,-0.0344,0.0136
59.2034,168.7899,-0.0347,0.0084
71.4259,168.8192,-0.0347,0.0022
41.8783,168.1209,-0.0354,0.0184
39.7169,168.289,-0.0367,0.0212
40.4865,168.062,-0.0373,0.0197
56.2623,168.0424,-0.0377,0.0098
61.3723,167.9563,-0.0382,0.0073
65.9754,167.8346,-0.0377,0.0046
69.9972,167.1975,-0.0393,0.0022
71.587,166.7229,-0.0393,0.0012
77.426,166.2199,-0.0397,0.0019
57.0918,166.2467,-0.0399,0.0087
63.9017,165.7956,-0.0397,0.0046
71.2881,165.7349,-0.0391,0.0012
75.421,165.6646,-0.0393,0.0006
52.4997,165.5704,-0.0395,0.0096
43.2673,164.9397,-0.0406,0.0154
46.2056,165.0616,-0.041,0.0141
45.968,164.7216,-0.0418,0.0143
48.2159,164.5658,-0.0435,0.0141
50.1166,165.0756,-0.0435,0.0136
78.1641,165.0229,-0.0421,0.0029
62.072,164.9156,-0.0419,0.0054
40.6147,164.542,-0.0393,0.0143
62.5048,164.4801,-0.0397,0.0042
46.1578,164.3399,-0.0413,0.0127
73.4154,164.0308,-0.0414,0.0005
74.2817,163.8465,-0.0413,0.0009
79.0826,163.7796,-0.0413,0.0031
59.4607,163.6764,-0.0443,0.0072
51.0408,163.7994,-0.0441,0.0128
45.4553,164.245,-0.0441,0.0169
42.2475,164.27,-0.0457,0.0208
57.1186,164.0494,-0.0456,0.0085
55.8389,163.9158,-0.0462,0.0093
61.993,164.2045,-0.0455,0.005
66.6255,164.3382,-0.0456,0.0021
60.2211,164.4991,-0.0458,0.0063
50.0758,164.6522,-0.0445,0.0125
48.1011,164.4857,-0.0469,0.0152
51.1564,163.9544,-0.0535,0.0157
62.6039,163.8067,-0.0522,0.0043
53.0915,163.723,-0.0515,0.013
51.0303,163.9153,-0.0512,0.0151
49.7589,164.1746,-0.0498,0.0159
51.0976,164.6252,-0.0499,0.0152
50.703,164.6079,-0.051,0.016
48.2124,165.5072,-0.0508,0.0182
47.1676,165.4185,-0.0505,0.019
65.229,165.5772,-0.0465,0.0035
81.1518,165.0967,-0.0438,0.006
87.1488,165.065,-0.0428,0.0092
97.2254,164.6733,-0.0417,0.0143
63.0205,164.6196,-0.0418,0.0045
69.8928,164.6016,-0.0412,0.0011
71.8043,164.5927,-0.0415,0.0001
70.1884,164.6054,-0.0416,0.0008
49.0509,164.486,-0.0439,0.0142
62.1173,164.3068,-0.0441,0.0054
71.3187,164.1123,-0.0437,0.0003
