neck_angle,spine_angle,forward_head_offset,shoulder_tilt
99.6861,172.0081,-0.0486,0.021
101.1258,172.9147,-0.0481,0.0233
100.5509,172.4919,-0.0489,0.0232
100.6732,172.3576,-0.0493,0.0243
100.633,172.16,-0.0495,0.0241
100.8345,171.7827,-0.0498,0.0241
100.8493,171.4935,-0.0505,0.0241
100.8359,171.1971,-0.052,0.0256
100.5986,170.8418,-0.052,0.025
99.8946,171.5476,-0.0514,0.0254
100.2916,171.7719,-0.0513,0.0265
100.4633,172.5842,-0.0512,0.0282
100.0463,172.5491,-0.0512,0.0278
100.1092,172.2172,-0.0516,0.028
100.0711,172.0952,-0.0517,0.028
99.6931,172.0237,-0.0519,0.0279
99.8938,171.9054,-0.0521,0.0281
99.7817,171.8384,-0.0523,0.028
99.4711,171.5701,-0.0526,0.0274
99.3787,171.1763,-0.0533,0.0268
99.3395,171.0739,-0.0535,0.0267
99.0258,170.9209,-0.0536,0.0262
99.0487,170.9473,-0.0535,0.0261
99.0564,170.9125,-0.0536,0.0262
98.9843,170.9686,-0.0535,0.0262
99.2666,171.0174,-0.0535,0.0264
99.5213,171.189,-0.0535,0.0266
99.3805,171.2912,-0.0536,0.0265
99.478,171.4829,-0.0535,0.0263
100.1895,171.5492,-0.0534,0.0267
100.7965,171.3095,-0.0536,0.0269
101.3511,171.3396,-0.0534,0.0277
102.4778,171.1334,-0.0542,0.0309
104.5305,171.1159,-0.0545,0.0346
109.1523,171.5321,-0.0542,0.0413
109.3429,172.4045,-0.0535,0.0449
111.7004,175.4923,-0.0504,0.0541
113.8677,175.4706,-0.0492,0.0573
114.0905,176.7614,-0.0454,0.0535
114.2511,176.7389,-0.0443,0.0519
109.8285,176.0794,-0.0439,0.0443
107.576,175.2916,-0.0429,0.0386
107.9065,173.6475,-0.0423,0.0354
110.4723,172.3132,-0.0395,0.0319
111.8306,172.0317,-0.04,0.0342
110.8105,170.0933,-0.0424,0.0316
108.3661,168.7402,-0.0431,0.0253
107.1619,168.7853,-0.044,0.0258
103.9701,168.0065,-0.0475,0.026
100.328,167.9623,-0.0506,0.0261
98.2647,167.7129,-0.0524,0.0258
97.6681,167.0689,-0.0541,0.0259
96.7752,167.0713,-0.0541,0.0249
99.6477,167.0142,-0.0524,0.0252
99.9715,167.0065,-0.0533,0.0267
102.4024,166.9423,-0.0517,0.0269
104.6605,166.7842,-0.0503,0.0269
107.6696,166.5846,-0.0491,0.0271
111.4563,165.7292,-0.05,0.0301
112.1196,165.6169,-0.0505,0.0311
111.2116,165.9852,-0.0508,0.032
110.0697,166.0206,-0.0512,0.0314
103.6671,165.908,-0.0549,0.0307
102.6494,165.8474,-0.0558,0.0306
103.4129,165.6894,-0.0558,0.0306
101.7271,165.6451,-0.0569,0.0304
102.9661,165.5278,-0.0563,0.0303
