neck_angle,spine_angle,forward_head_offset,shoulder_tilt
88.84,158.1499,-0.0605,0.0174
88.3586,158.2219,-0.0606,0.0172
87.3031,158.5634,-0.0605,0.0166
88.1153,158.7298,-0.0609,0.0179
88.017,158.829,-0.0622,0.0191
89.7634,158.9042,-0.0622,0.0209
90.4003,159.0506,-0.0619,0.0211
91.3325,159.1026,-0.0619,0.0217
92.1401,159.2003,-0.062,0.0227
91.658,159.2678,-0.0623,0.0224
90.9992,159.4667,-0.0622,0.0219
89.3035,159.572,-0.0621,0.0202
89.3411,159.8292,-0.0619,0.0201
91.7634,159.8331,-0.0606,0.0207
90.6391,159.8618,-0.0612,0.0204
90.0581,160.134,-0.0612,0.02
89.7502,160.148,-0.0611,0.0197
90.8762,159.975,-0.0615,0.0206
90.913,160.0583,-0.0615,0.0206
90.8525,160.0865,-0.0616,0.0206
91.1694,160.0621,-0.0617,0.0209
91.1209,160.1055,-0.0619,0.0209
91.7404,160.1845,-0.0623,0.022
91.6,160.4809,-0.0626,0.0231
90.8782,160.5084,-0.0627,0.0225
91.4099,160.5381,-0.062,0.0222
93.719,160.6101,-0.0608,0.0229
95.111,160.7778,-0.0608,0.0245
96.0601,160.955,-0.0612,0.0263
95.678,160.8838,-0.0616,0.0263
97.1064,160.7687,-0.0606,0.026
97.886,160.6841,-0.0603,0.0261
99.2473,160.5755,-0.0601,0.0268
99.7621,160.5715,-0.0599,0.0271
100.249,160.529,-0.0597,0.0271
100.7307,160.5898,-0.0597,0.0274
100.5431,160.6005,-0.0599,0.0276
100.6082,160.5933,-0.0596,0.0274
100.6095,160.6684,-0.0593,0.0272
100.0613,160.7542,-0.0591,0.0265
98.9018,160.6654,-0.059,0.0254
98.0533,160.2509,-0.0588,0.0245
97.1744,160.0847,-0.0589,0.0237
96.3401,160.0063,-0.0589,0.023
95.3682,159.9591,-0.0589,0.0221
93.856,159.8909,-0.0589,0.0206
93.5676,160.0136,-0.0589,0.0204
92.7169,159.9467,-0.0588,0.0197
92.227,159.8583,-0.0587,0.019
91.0693,159.7875,-0.0586,0.0179
90.1647,159.7262,-0.0585,0.017
90.2048,159.7338,-0.0582,0.0168
90.3379,160.099,-0.058,0.0172
91.9021,160.1505,-0.0582,0.0189
92.9248,160.1737,-0.0584,0.02
94.5327,160.2522,-0.0585,0.0215
95.6967,160.2553,-0.0586,0.0228
96.1424,160.4728,-0.0585,0.0232
97.3105,160.7404,-0.0582,0.0239
97.5163,161.0415,-0.0579,0.0243
97.844,161.0406,-0.058,0.0248
97.6331,161.2229,-0.0587,0.026
97.9918,161.5799,-0.0584,0.0268
98.3059,161.7423,-0.0584,0.0272
98.4658,161.6559,-0.0583,0.0274
99.3388,161.6112,-0.0584,0.0286
